route_id	context	probe_method	effect_contract	owned_tables_or_group	unowned_write_rule	fixture_reset_rule	evidence_state	rationale
/mobile::WLookup::/WLookup	/mobile	GET	read-only-after-session-bootstrap	AD_Session	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Route reads application state; only session bootstrap may write.
/mobile::WMenu::/WMenu	/mobile	GET	read-only-after-session-bootstrap	AD_Session	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Route reads application state; only session bootstrap may write.
/mobile::WProcess::/WProcess	/mobile	GET	method-specific-fixture-required	AD_Session,AD_Preference,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; mutating methods require a named fixture delta.
/mobile::WReport::/WReport	/mobile	GET	read-only-after-session-bootstrap	AD_Session	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Route reads application state; only session bootstrap may write.
/mobile::WWindow::/WWindow	/mobile	GET	read-only-after-session-bootstrap	AD_Session	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Route reads application state; only session bootstrap may write.
/mobile::WZoom::/WZoom	/mobile	GET	read-only-after-session-bootstrap	AD_Session	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Route reads application state; only session bootstrap may write.
/webui::auEngine::/zkau/*	/webui	GET	existing-phase5d-session-contract	AD_Session,AD_Preference,AD_RecentItem,AD_ChangeLog	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Inherited modern UI session and read-only-window effect.
/webui::dspLoader::*.dsp	/webui	GET	no-write	none	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Static compatibility resource.
/webui::requestFilter::/*	/webui	GET	existing-phase5d-session-contract	AD_Session,AD_Preference,AD_RecentItem,AD_ChangeLog	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Inherited modern UI session and read-only-window effect.
/webui::timelineFeed::/timeline	/webui	GET	read-only	AD_RecentItem	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Timeline reads recent items.
/webui::zkLoader::*.zhtml	/webui	GET	existing-phase5d-session-contract	AD_Session,AD_Preference,AD_RecentItem,AD_ChangeLog	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Inherited modern UI session and read-only-window effect.
/webui::zkLoader::*.zul	/webui	GET	existing-phase5d-session-contract	AD_Session,AD_Preference,AD_RecentItem,AD_ChangeLog	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Inherited modern UI session and read-only-window effect.
/wstore::AdvertisementServlet::/advertisementServlet/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::AssetServlet::/assetServlet/*	/wstore	GET	download-read-only	web-asset,invoice	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Download response may be large but owns no write.
/wstore::Basket::/basket.jsp/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::BasketServlet::/basketServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::CheckOutServlet::/checkOutServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::Click::/click/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::Counter::/counter/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::EMailServlet::/emailServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::ExpenseServlet::/expenseServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::Index::/index.jsp/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::Info::/info.jsp	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::InfoServlet::/infoServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::InvoiceServlet::/invoiceServlet/*	/wstore	GET	download-read-only	web-asset,invoice	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Download response may be large but owns no write.
/wstore::IssueReportServlet::/issueReportServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::LocationServlet::/locationServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::Login::/login.jsp/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::LoginServlet::/loginServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::NoteServlet::/noteServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::OrderServlet::/orderServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::PaymentServlet::/paymentServlet	/wstore	GET	no-new-write	none	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Reviewed corrected-error probe.
/wstore::ProductServlet::/productServlet/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::RegistrationServlet::/registrationServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::Request::/request.jsp/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::RequestServlet::/requestServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::RfQServlet::/rfqServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::SearchServlet::/searchServlet	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::UpdateServlet::/updateServlet	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
/wstore::WebStoreFilter::/*	/wstore	GET	read-only-plus-session-basket	AD_Session,web-basket	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	Read route may initialize the context-local session basket only.
/wstore::WorkflowServlet::/workflowServlet/*	/wstore	GET	method-specific-fixture-required	AD_Session,web-basket,business-table-owned-by-route	fail	marker-owned-reset-before-each-shard	contract-only-runtime-observation-pending	GET probe permits no new business write; form methods require a named fixture delta.
