route_id	context	policy_id	phase5f_rule	deviation_id	enable_state_id	closing_gate
/adempiere::WFindAdv::/WFindAdv	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WHelp::/WHelp	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WLocation::/WLocation	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WLogin::/WLogin	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WLookup::/WLookup	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WMenu::/WMenu	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WProcess::/WProcess	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WReport::/WReport	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WRequest::/WRequest	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WStart::/WStart	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WStatus::/WStatus	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WTask::/WTask	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WValuePreference::/WValuePreference	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WWindow::/WWindow	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WWorkflow::/WWorkflow	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/adempiere::WZoom::/WZoom	/adempiere	POLICY-P5F-ADEMPIERE	migrate-context-wide	none	ENABLE-P5F-ADEMPIERE	phase5fJakartaWebRoutesSmoke
/admin::AdempiereMonitor::/adempiereMonitor/*	/admin	POLICY-P5F-ADMIN	migrate-context-wide	none	ENABLE-P5F-ADMIN	phase5fJakartaWebRoutesSmoke
/admin::AdempiereMonitorFilter::/adempiereMonitor/*	/admin	POLICY-P5F-ADMIN	migrate-context-wide	none	ENABLE-P5F-ADMIN	phase5fJakartaWebRoutesSmoke
/admin::JnlpDownloadServlet::*.jnlp	/admin	POLICY-P5F-ADMIN	migrate-context-wide	none	ENABLE-P5F-ADMIN	phase5fJakartaWebRoutesSmoke
/admin::StatusInfo::/statusInfo	/admin	POLICY-P5F-ADMIN	migrate-context-wide	none	ENABLE-P5F-ADMIN	phase5fJakartaWebRoutesSmoke
/mobile::DisplayChart::/DisplayChart	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::LoginDynUpdate::/LoginDynUpdate	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WFieldUpdate::/WFieldUpdate	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WFilter::/*	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WFindAdv::/WFindAdv	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WHelp::/WHelp	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WLocation::/WLocation	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WLogin::/WLogin	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WLookup::/WLookup	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WMenu::/WMenu	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WProcess::/WProcess	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WReport::/WReport	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WWindow::/WWindow	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/mobile::WZoom::/WZoom	/mobile	POLICY-P5F-MOBILE	migrate-context-wide	none	ENABLE-P5F-MOBILE	phase5fJakartaWebRoutesSmoke
/webui::auEngine::/zkau/*	/webui	POLICY-P5F-WEBUI	retain-phase5e-modern-route	none	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/webui::dspLoader::*.dsp	/webui	POLICY-P5F-WEBUI	replace-one-historical-resource-with-static-css	DEV-P5F-DSP-01	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/webui::requestFilter::/*	/webui	POLICY-P5F-WEBUI	retain-phase5e-modern-route	none	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/webui::timelineFeed::/timeline	/webui	POLICY-P5F-WEBUI	migrate-source-native-jakarta	none	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/webui::zkLoader::*.zhtml	/webui	POLICY-P5F-WEBUI	retain-phase5e-modern-route	none	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/webui::zkLoader::*.zul	/webui	POLICY-P5F-WEBUI	retain-phase5e-modern-route	none	ENABLE-P5F-WEBUI	phase5fJakartaWebRoutesSmoke
/wstore::AdvertisementServlet::/advertisementServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::AssetServlet::/assetServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Basket::/basket.jsp/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::BasketServlet::/basketServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::CheckOutServlet::/checkOutServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Click::/click/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Counter::/counter/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::EMailServlet::/emailServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::ExpenseServlet::/expenseServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Index::/index.jsp/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Info::/info.jsp	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::InfoServlet::/infoServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::InvoiceServlet::/invoiceServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::IssueReportServlet::/issueReportServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::LocationServlet::/locationServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Login::/login.jsp/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::LoginServlet::/loginServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::NoteServlet::/noteServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::OrderServlet::/orderServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::PaymentServlet::/paymentServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	DEV-P5F-ERR-04	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::ProductServlet::/productServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::RegistrationServlet::/registrationServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::Request::/request.jsp/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::RequestServlet::/requestServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::RfQServlet::/rfqServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::SearchServlet::/searchServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::UpdateServlet::/updateServlet	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::WebStoreFilter::/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
/wstore::WorkflowServlet::/workflowServlet/*	/wstore	POLICY-P5F-WSTORE	migrate-context-wide	none	ENABLE-P5F-WSTORE	phase5fJakartaWebRoutesSmoke
