# path	classification	reason
org.adempiere.webservice/WEB-INF/lib/generated_xmlbeans-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/generated_xmlbeans.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jaxen-1.1-beta-9.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jboss-1.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jcommon-1.0.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jdom-1.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jdtcore-3.1.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/jsr173_1.0_api.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/junit-3.8.1.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/logkit-1.0.1.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/plexus-container-default-1.0-alpha-8.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/plexus-utils-1.0.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/plexus-utils-1.0.4.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/qdox-1.5.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/spring-1.2.6.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/stax-1.1.2-dev.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/stax-api-1.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/stax-utils-20040917.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/wagon-provider-api-1.0-alpha-5.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/wsdl4j-1.5.2.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/wstx-asl-2.9.3.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xbean-spring-2.8.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xbean.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xercesImpl-2.4.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xfire-all-1.2.6-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xfire-all-1.2.6.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xml-apis-1.3.02.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xml-resolver-1.1.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xmlParserAPIs-2.6.2.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.adempiere.webservice/WEB-INF/lib/xmlbeans-2.4.0-sources.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-beanutils-bean-collections.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-beanutils-core.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-beanutils.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-codec-1.3.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-digester-1.7.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-fileupload.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-lang-2.1.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
org.compiere.mobile/WEB-INF/lib/commons-validator-1.2.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-beanutils-bean-collections.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-beanutils-core.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-beanutils.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-codec-1.3.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-digester-1.7.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-fileupload.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-lang-2.1.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverApps/src/web/WEB-INF/lib/commons-validator-1.2.0.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverRoot/src/web/WEB-INF/lib/jardiff.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
serverRoot/src/web/WEB-INF/lib/jnlp-servlet.jar	quarantined	Tracked legacy binary retained pending Phase 3 packaging parity
tools/lib/HikariCP-5.0.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/OpenForecast-0.5.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/Verisign.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/activemq-core-5.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/etc/ant-bootstrap.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-antlr.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-bcel.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-bsf.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-log4j.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-oro.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-regexp.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-resolver.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-apache-xalan2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-commons-logging.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-commons-net.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-imageio.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-jai.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-javamail.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-jdepend.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-jmf.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-jsch.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-junit.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-junit4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-junitlauncher.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-launcher.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-netrexx.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-swing.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-testutil.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant-xz.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ant/apache-ant-1.10.10/lib/ant.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/aws/aws-java-sdk-core-1.11.827.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/aws/aws-java-sdk-kms-1.11.827.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/aws/aws-java-sdk-s3-1.11.827.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/aws/joda-time-2.8.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/barbecue-1.5-beta1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/batik-all-1.9.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/bsh-2.0b6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/bsh-engine.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/byte-buddy-1.12.19.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-codec-1.10.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-codec-1.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-collections4-4.4.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-io.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-lang-2.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-logging-1.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-net-1.4.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/commons-validator-1.7.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/cron4j-2.2.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/JDA-5.0.0-alpha.11.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/annotations-23.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/jackson-annotations-2.13.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/jackson-core-2.13.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/jackson-databind-2.13.2.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/jsr305-3.0.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/kotlin-stdlib-1.4.10.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/kotlin-stdlib-common-1.4.10.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/nv-websocket-client-2.14.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/okhttp-4.9.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/okio-jvm-2.8.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/opus-java-1.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/opus-java-api-1.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/opus-java-natives-1.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/discord/trove4j-3.0.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/ejb-api-3.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/fluent-hc-4.5.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/groovy-all-2.4.15.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/groovy-engine.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/harness-1.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/httpclient-4.5.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/httpclient-cache-4.5.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/httpclient-win-4.5.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/httpcore-4.4.10.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/httpmime-4.5.6.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/icepdf-core-6.2.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/icepdf-viewer-6.2.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/io-7.1.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/itext-carriage-0.8.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/itextpdf-5.5.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jakarta.servlet-api-5.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jakarta.servlet.jsp-api-3.0.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/javax.activation-1.2.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/javax.annotation-api-1.3.2.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/javax.inject-1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/javax.jms-api-2.0.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/javax.servlet-api-4.0.1.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jcommon-1.0.18.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jfreechart-1.0.15.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jgraph.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jna-4.4.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jna-5.5.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jna-platform-4.4.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jnlp.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jpayment.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jsp-api.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/jstl.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/cglib-nodep-3.2.9.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/hamcrest-core-1.3-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/hamcrest-core-1.3-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/hamcrest-core-1.3.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/javassist-3.24.0-GA.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/junit-4.13-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/junit-4.13-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/junit-4.13.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/mockito-core-3.5.13.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/mockito-inline-3.5.13.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit-old/powermock-mockito2-2.0.2-full.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/apiguardian-api-1.1.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/apiguardian-api-1.1.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/apiguardian-api-1.1.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/byte-buddy-1.10.15.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/byte-buddy-agent-1.10.15.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-api-5.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-api-5.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-api-5.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-engine-5.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-engine-5.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-engine-5.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-migrationsupport-5.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-migrationsupport-5.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-migrationsupport-5.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-params-5.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-params-5.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-jupiter-params-5.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-commons-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-commons-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-commons-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-standalone-1.7.0-all.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-standalone-1.7.0-javadoc.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-standalone-1.7.0-sources.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
tools/lib/junit/junit-platform-console-standalone-1.7.0.jar	quarantined	Shipped Ant/runtime binary retained pending coordinate reconciliation
