# Phase 5b served static-asset contract
# sampling_rule	min-sha512-per-war-extension-v1
# sampling_seed	none (content-addressed selection is deterministic)
# sample_per_group	2
# candidate_entries	1574
# sampled_entries	59
# sampled_groups	34
#
# body normalization: the literal capture host:port is replaced by
# <ORACLE-HOST-PORT> before content_length and served_sha512 are
# computed, so the contract replays on any host and port. This is a
# no-op for genuinely static entries.
# disposition values:
#   served-exact                 response body digest equals the packaged WAR entry digest
#   shadowed-by-catch-all-servlet the context answers every path from one handler, so the
#                                packaged entry is never served; frozen as a negative fact
#   served-differs               reachable but the body differs from the packaged entry
#                                (server-side templating); frozen for change detection
# war	served_path	http_status	content_type	charset	content_length	packaged_size	packaged_sha512	served_sha512	disposition
adempiere.war	/adempiere/images/AD10030.png	200	text/html	none	1205	1696	26f86b83c9ef7f06ee2d18a89999f081a6740e6fc5fd06b215c44324b215fee989538231bdb12e66eac125f42b379e6391edb992a0e57408e4d44315902dd30c	e274091ecd2db152679e46f792e12dcefe3d62b9294751ce9ca2de070128b8ab90d8248f351c38df6ce8ccfbf6b3c7384f5cd72e9a2b35eb96707ce9a3095e05	shadowed-by-catch-all-servlet
adempiere.war	/adempiere/images/C10030.png	200	text/html	none	1205	1696	26f86b83c9ef7f06ee2d18a89999f081a6740e6fc5fd06b215c44324b215fee989538231bdb12e66eac125f42b379e6391edb992a0e57408e4d44315902dd30c	e274091ecd2db152679e46f792e12dcefe3d62b9294751ce9ca2de070128b8ab90d8248f351c38df6ce8ccfbf6b3c7384f5cd72e9a2b35eb96707ce9a3095e05	shadowed-by-catch-all-servlet
adempiere.war	/adempiere/robots.txt	200	text/html	none	1205	28	7a2ad94ef9c21d5be17411a07d99dbca9c784623c84bcc9f66c000caed330bf4b984fd55c57b21cfc6da509d6fa875a35d22e6efcbdc7b1fb3125a266784c534	e274091ecd2db152679e46f792e12dcefe3d62b9294751ce9ca2de070128b8ab90d8248f351c38df6ce8ccfbf6b3c7384f5cd72e9a2b35eb96707ce9a3095e05	shadowed-by-catch-all-servlet
admin.war	/admin/standard.css	200	text/css	none	2384	2384	444bc4bab0682f04c02843cfc382429f8e0481d734772b0d31cdbd6d05d0e1062be2e0184554213195cdd0efb9debf3d38c7c7acd52c67db95257707ee77d5d5	444bc4bab0682f04c02843cfc382429f8e0481d734772b0d31cdbd6d05d0e1062be2e0184554213195cdd0efb9debf3d38c7c7acd52c67db95257707ee77d5d5	served-exact
admin.war	/admin/Background.gif	200	image/gif	none	2301	2301	182127a8a7c5b0d4555290f79ef8cfa910ce06dbe927891d4892b928f274cf1bc192ab0f949196850adf7b6ace19a3a2e4f38d4c8bf8550d1757f61582341b7b	182127a8a7c5b0d4555290f79ef8cfa910ce06dbe927891d4892b928f274cf1bc192ab0f949196850adf7b6ace19a3a2e4f38d4c8bf8550d1757f61582341b7b	served-exact
admin.war	/admin/zip.gif	200	image/gif	none	1305	1305	4610c5fb33a9002646a62467a6a68db3959e7ee3bbb174b17ad32bf8471fd3eafbf82161008defce49b44848eea5b5c0947140b90f2968f342df4da994039de0	4610c5fb33a9002646a62467a6a68db3959e7ee3bbb174b17ad32bf8471fd3eafbf82161008defce49b44848eea5b5c0947140b90f2968f342df4da994039de0	served-exact
admin.war	/admin/adempiere.html	200	text/html	none	7381	7381	2d53a02420fec32accc7db63d46a8fa3cb4ed1db546b1845f20d97903680b626e8a9c9742a6226fc5c4ee01c46f3e498b3325c859d4e5280a7c60f700a292e5e	2d53a02420fec32accc7db63d46a8fa3cb4ed1db546b1845f20d97903680b626e8a9c9742a6226fc5c4ee01c46f3e498b3325c859d4e5280a7c60f700a292e5e	served-exact
admin.war	/admin/index.html	200	text/html	none	392	392	4a8b7685bd920139b5b932adf93208658f48129b709fb9933a4185eeaa55081701132b0bfe0fff893aeb5eea941bb4722f43fa16dde8c8c4240d3faddd7d6827	4a8b7685bd920139b5b932adf93208658f48129b709fb9933a4185eeaa55081701132b0bfe0fff893aeb5eea941bb4722f43fa16dde8c8c4240d3faddd7d6827	served-exact
admin.war	/admin/favicon.ico	200	image/x-icon	none	4286	4286	9c70ffa35620fbcc2d989e142284924dd243b276d06ed7251522d4c995bd6572fa1c4f56edd823203535eded6a70f4fbba31f6d45072f7e1a0bfe17aee7614c7	9c70ffa35620fbcc2d989e142284924dd243b276d06ed7251522d4c995bd6572fa1c4f56edd823203535eded6a70f4fbba31f6d45072f7e1a0bfe17aee7614c7	served-exact
admin.war	/admin/adempiereHome/adempiereDirect.jnlp	200	application/x-java-jnlp-file	none	2049	2025	72e04b9f605154edc681e0e2d0fd813dccc84e983a792698c24ac4a868c995ef288d40e8a9d205e28a105836220c88276e4aa73937062fe5bddf725e4d01e4dc	09f409a894b47756655d6b7922838405b4571c913f2548c4504b73fbed7a94303cf412ec0ca9682eeac68b4600071e2529c617fcbab79357fa6ca480e32ca898	served-differs
admin.war	/admin/adempiere.jnlp	200	application/x-java-jnlp-file	none	1293	1285	e50a2700af3689dfbf38a09c3b3f8352e06502e8c8d0addbaa5b74ef3946cc68fe2e9af42cd8b8445a73ccc855c3f1e1bbc7100c2a0252703e2d3e498d3d3e90	ff9cfb80f189321b766f18733c31671bcfad579e8a823eee5db72427205ba3d69006458804d4d6ecbc7852cd4779091db9535bb624bd667c3c02d0bf57b25e73	served-differs
admin.war	/admin/webstart.jpg	200	image/jpeg	none	7477	7477	140a8d661a48e888fca3058b53700c849db878cf1ca65ad7d88716156d4da11b1fb1e546cf27e63fbfb8b155afc123ffb8cb9824f2cd4e1cfeeba5fe7e148ae8	140a8d661a48e888fca3058b53700c849db878cf1ca65ad7d88716156d4da11b1fb1e546cf27e63fbfb8b155afc123ffb8cb9824f2cd4e1cfeeba5fe7e148ae8	served-exact
admin.war	/admin/header_bar.jpg	200	image/jpeg	none	1728	1728	4ee7ff2be0c29ab2771f2530fb682ec8dc99776a5fece809b19abf751526e3ca8b6457af67c129a7e01e3c1de12200fb157695e4f570422c30c8e5e8c38f64f7	4ee7ff2be0c29ab2771f2530fb682ec8dc99776a5fece809b19abf751526e3ca8b6457af67c129a7e01e3c1de12200fb157695e4f570422c30c8e5e8c38f64f7	served-exact
admin.war	/admin/adempiere_logo.png	200	image/png	none	2176	2176	4d2ee38a62bebcf5492b6d899f2a6a1806cfbc02c7bcab708afd0db4a352f4a26bab66270425705e236378ab1935158b55c58546686d7b8b3985d1a95505c987	4d2ee38a62bebcf5492b6d899f2a6a1806cfbc02c7bcab708afd0db4a352f4a26bab66270425705e236378ab1935158b55c58546686d7b8b3985d1a95505c987	served-exact
admin.war	/admin/adempiere_logo3.png	200	image/png	none	5712	5712	5c5fa13ec3d80bf94ce7b3e9f51da032b7f4ce60e9fda641e4db6b80b1421deb538a5247eb527392c3c2bb1cdb41e9820502c86e3eb4437f57404c23bdc73537	5c5fa13ec3d80bf94ce7b3e9f51da032b7f4ce60e9fda641e4db6b80b1421deb538a5247eb527392c3c2bb1cdb41e9820502c86e3eb4437f57404c23bdc73537	served-exact
admin.war	/admin/robots.txt	200	text/plain	none	74	74	c1995bfbf8a72d9eee9905c86316a12f06c943606b28a1328ba660bfb9f963448ed8cc22e699fbbd92ea1947724d4914548d1c9a2cb05bad52d3be8e3de16015	c1995bfbf8a72d9eee9905c86316a12f06c943606b28a1328ba660bfb9f963448ed8cc22e699fbbd92ea1947724d4914548d1c9a2cb05bad52d3be8e3de16015	served-exact
mobile.war	/mobile/iui/iui.css	200	text/css	none	11831	11831	0b9587af53ab9609f4cc770c476052b33aba5286235fc58ed5a3f051d06412a8b154a503006fd20911bb52a10bb2370347ae91825dda700fe8c51fe16caf9fd6	0b9587af53ab9609f4cc770c476052b33aba5286235fc58ed5a3f051d06412a8b154a503006fd20911bb52a10bb2370347ae91825dda700fe8c51fe16caf9fd6	served-exact
mobile.war	/mobile/css/window.css	200	text/html	UTF-8	4978	4762	18bac092b0f29cb6fd342cb3a7d5b6d026672fc9ad27d3dadedbc95538b4e94a939486d30031edb637dbc8146bd095bc20f166a74ec40e991f9bed11a93712e9	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/images/Favorite16.gif	200	text/html	UTF-8	4978	220	00060226b92026138057bb50c94b0aae5e9905d17422cc41d8eae0af2b14aadcfa44ed581e6f47f3162b50a1cd2e200fcef71db3d4e79f6ddbf22285a24dd865	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/images/WorkFlow16.gif	200	text/html	UTF-8	4978	363	002b3f4f9769fccc2edfadcb46724ca4425487aedae0439d4a266edd5c046d706ef9b29cf02946edc99cb01320f76c51eb127ccbe5c8c7fe97517d0c2c556fbc	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/index.html	200	text/html	none	988	988	3dbba9d463dc3d47c2820b11d0e5a4a2caf10b931bd9de44254249fe47b46b78f5a879c0e8b375a8049b5d87629abf0f7bb6d80f4c0be7c0a24f086e3f7a5caf	3dbba9d463dc3d47c2820b11d0e5a4a2caf10b931bd9de44254249fe47b46b78f5a879c0e8b375a8049b5d87629abf0f7bb6d80f4c0be7c0a24f086e3f7a5caf	served-exact
mobile.war	/mobile/images/Compiere.jpg	200	text/html	UTF-8	4978	1056	827bb065840ccdd1b7e3055c531b1f46e6b689b4fac27979b3facb00d596448e5abab76b86efeb38cad92c31a6d7bbee107420836fd9eab573de30d0c4a3f5a3	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/images/AdemPiereCom.jpg	200	text/html	UTF-8	4978	1285	a0b477abed077b53040895a97d6402cb8696df63313f760809e01dfeb5d0b401d79d639af735543e6a8c13c9bde9a88b0d90d14f94ed2c035a2687f6c5b05db9	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/js/menu.js	200	text/html	UTF-8	4978	3717	502f25436736c714aa7e91da5569c568727356107816dc928757c2b94200d48fc2089cfa82a750f09669ef343a7449606c700e356ff09f85d2a72604c4b1c618	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/js/calendar.js	200	text/html	UTF-8	4978	51049	70f910bafc2970f8f229213033203a8ee5d7fc82db3621a59f426fe4df2f8afadc9a74dd7a5730cec320888897db024daf512cea799645bae1164d462c080f2a	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
mobile.war	/mobile/iui/listArrow.png	200	image/png	none	259	259	08a7c51677526f9d6d2f7f8beb3a66dccd7b00dc151c65dca5b841d225bfeeff5c47ef59eaf917bdfaa0ef56f46440f378bfed587ce4305413e657f3b310bcb1	08a7c51677526f9d6d2f7f8beb3a66dccd7b00dc151c65dca5b841d225bfeeff5c47ef59eaf917bdfaa0ef56f46440f378bfed587ce4305413e657f3b310bcb1	served-exact
mobile.war	/mobile/iui/blueButton.png	200	image/png	none	517	517	12e3b97e26891d31fab134b3c87994d10b75ce4bfedc58a170825f5ad713c678b8e80a466a5b00d9612142e08319604733375a5d79c2b2c0bcd4ba8942ddee7c	12e3b97e26891d31fab134b3c87994d10b75ce4bfedc58a170825f5ad713c678b8e80a466a5b00d9612142e08319604733375a5d79c2b2c0bcd4ba8942ddee7c	served-exact
mobile.war	/mobile/robots.txt	200	text/html	UTF-8	4978	28	7a2ad94ef9c21d5be17411a07d99dbca9c784623c84bcc9f66c000caed330bf4b984fd55c57b21cfc6da509d6fa875a35d22e6efcbdc7b1fb3125a266784c534	a235ae19a7e7a943e1a2a52f9ca06c57b42cf34e24a46fe7dea3e059d9ed6dac2806fed681f7e3a9ef4bf41fc26e490acfab2bb4d406727e15bc34daaf612d11	shadowed-by-catch-all-servlet
webui.war	/webui/css/PAPanel.css	200	text/css	none	843	843	550073867d34e740ba48484f10118074c707d49a00ef173419de330c5c4f3460480a11b3ba255b85add5bc6e9cd141bc1b9232a78fa5223d700dc5e4858d140d	550073867d34e740ba48484f10118074c707d49a00ef173419de330c5c4f3460480a11b3ba255b85add5bc6e9cd141bc1b9232a78fa5223d700dc5e4858d140d	served-exact
webui.war	/webui/css/report.css	200	text/css	none	1316	1316	e61fe79d45f3474ad55cfb53e0861d9141e2f871bf6bc496f7fadf6f8e4a3eac03b2677acd8e0ee490cf89d9f8801ec256226ee0f9c77e39aab8c8f1f9dc9f71	e61fe79d45f3474ad55cfb53e0861d9141e2f871bf6bc496f7fadf6f8e4a3eac03b2677acd8e0ee490cf89d9f8801ec256226ee0f9c77e39aab8c8f1f9dc9f71	served-exact
webui.war	/webui/theme/default/images/zul/grid/menu-arrowdown.gif	200	image/gif	none	333	333	00b804fa9648fce204a49e76155e1e0dcf006f3b6abcc6200a22ee2469bc45e5064afd4295e78321e97b66b6c05d7a76be70940bda50e73be9adefa070462868	00b804fa9648fce204a49e76155e1e0dcf006f3b6abcc6200a22ee2469bc45e5064afd4295e78321e97b66b6c05d7a76be70940bda50e73be9adefa070462868	served-exact
webui.war	/webui/theme/default/images/zweb/bullet1.gif	200	image/gif	none	94	94	02002fe57ddb9bd55f412b9f64efcb331432cffe58fdc8b8a581ed73cc97cd4c7fceed95191f40028354a3b85ec931c717b3d3d5321d9770439d4e5ceb257770	02002fe57ddb9bd55f412b9f64efcb331432cffe58fdc8b8a581ed73cc97cd4c7fceed95191f40028354a3b85ec931c717b3d3d5321d9770439d4e5ceb257770	served-exact
webui.war	/webui/images/top.JPG	200	image/jpeg	none	2717	2717	21c5e4417992ffadb9054a841d49661c9e07ebe09149e924bc0c334a1fce419636e21ede574b1f18a917729beafc361a5cfe786862c10931e34caf8644a4c0bc	21c5e4417992ffadb9054a841d49661c9e07ebe09149e924bc0c334a1fce419636e21ede574b1f18a917729beafc361a5cfe786862c10931e34caf8644a4c0bc	served-exact
webui.war	/webui/images_old/top.JPG	200	image/jpeg	none	2717	2717	21c5e4417992ffadb9054a841d49661c9e07ebe09149e924bc0c334a1fce419636e21ede574b1f18a917729beafc361a5cfe786862c10931e34caf8644a4c0bc	21c5e4417992ffadb9054a841d49661c9e07ebe09149e924bc0c334a1fce419636e21ede574b1f18a917729beafc361a5cfe786862c10931e34caf8644a4c0bc	served-exact
webui.war	/webui/js/layout.js	200	application/x-javascript	none	624	624	3a0a55632e0c8965d356c50184c231f84e08c74744ab8256a93513c41c378849e3d1526c99519d53906e11df27d07995f10b9e5bf009e512d3067939e4cd4787	3a0a55632e0c8965d356c50184c231f84e08c74744ab8256a93513c41c378849e3d1526c99519d53906e11df27d07995f10b9e5bf009e512d3067939e4cd4787	served-exact
webui.war	/webui/js/text_action.js	200	application/x-javascript	none	2044	2044	5020fc3f85787f46530420d9f8bb687789a0c214a077919e99057de35cd430ba5a1e907514ffc7ee463cb2c967b88139fd80c6bc550c98bd0208d1ac3d5f2595	5020fc3f85787f46530420d9f8bb687789a0c214a077919e99057de35cd430ba5a1e907514ffc7ee463cb2c967b88139fd80c6bc550c98bd0208d1ac3d5f2595	served-exact
webui.war	/webui/images/Assignment24.png	200	image/png	none	1156	1156	00272d2dcf2dc92d2dcb7c9942392a246842fb61432300da2f6a286410b56fd2133644f97cde20192d9a1fdca6300c4e4f0c7c73941ceff2c3038c45da398225	00272d2dcf2dc92d2dcb7c9942392a246842fb61432300da2f6a286410b56fd2133644f97cde20192d9a1fdca6300c4e4f0c7c73941ceff2c3038c45da398225	served-exact
webui.war	/webui/images/dark/New24.png	200	image/png	none	295	295	00f5de0ae31287bcd7e5f7d67f083b4dc4b4731a3186f83a833202c5c0d9069169bcbde14be8e885d169d417e4a0da0eb0dce92ff26b97bef79267690500b4d7	00f5de0ae31287bcd7e5f7d67f083b4dc4b4731a3186f83a833202c5c0d9069169bcbde14be8e885d169d417e4a0da0eb0dce92ff26b97bef79267690500b4d7	served-exact
webui.war	/webui/README.TXT	200	text/plain	none	87	87	c4add0e12113f9692b4f40e6066397df9776cd3492b85e32cc211c8f7665c8b037cb11d189773f805114120ee1a7dcf63ee24e9cee9b9af6b61de2b13b58a537	c4add0e12113f9692b4f40e6066397df9776cd3492b85e32cc211c8f7665c8b037cb11d189773f805114120ee1a7dcf63ee24e9cee9b9af6b61de2b13b58a537	served-exact
wstore.war	/wstore/standard-print.css	200	text/css	none	3954	3954	304432d0afae9b2abfa28b52e80386d9c7d9a62398240fe3ec5900d606c0b7fe8715bfb1ce108f4df6d53ffda46557293299923d46fb2f9c86a569bb0d549414	304432d0afae9b2abfa28b52e80386d9c7d9a62398240fe3ec5900d606c0b7fe8715bfb1ce108f4df6d53ffda46557293299923d46fb2f9c86a569bb0d549414	served-exact
wstore.war	/wstore/gardenworld.css	200	text/css	none	6902	6902	4b3bdf393bfd9953d828a7dbf155d0b61ecd2af84541c954d801f49c06f25d85b28cbd081fa242b3e61fd323300670de722aac24282f3d31e50ed90f46d6fadc	4b3bdf393bfd9953d828a7dbf155d0b61ecd2af84541c954d801f49c06f25d85b28cbd081fa242b3e61fd323300670de722aac24282f3d31e50ed90f46d6fadc	served-exact
wstore.war	/wstore/Adempiere120x60.gif	200	image/gif	none	2039	2039	048ca7c7a33a55fded49cf9394a6dd9ce1eda98877f4e9282e6508bf5420134c7d601fdc5b8cb4860cf87302a0f3bce7b91b75dfb15e9b73b2d1ecc51431eb44	048ca7c7a33a55fded49cf9394a6dd9ce1eda98877f4e9282e6508bf5420134c7d601fdc5b8cb4860cf87302a0f3bce7b91b75dfb15e9b73b2d1ecc51431eb44	served-exact
wstore.war	/wstore/help.gif	200	image/gif	none	932	932	0de85d95e50c8366a324dd8a85de6f44d1b0200fff1053523d76c9a9737dfbcb352a9e18f67cfc1dcac9e72a4bf5f9871404330b0c5e575f4b2415b70a9ce181	0de85d95e50c8366a324dd8a85de6f44d1b0200fff1053523d76c9a9737dfbcb352a9e18f67cfc1dcac9e72a4bf5f9871404330b0c5e575f4b2415b70a9ce181	served-exact
wstore.war	/wstore/index.html	200	text/html	none	778	778	75ac1c33cb8a5c98b4bb3cad36c065c55e8f31020f75b5e59d6cffb6a1229443a9572fa9f3f34945044b8d12117cf6440e3992cf2b2bd6139a5e2b4c67dee60d	75ac1c33cb8a5c98b4bb3cad36c065c55e8f31020f75b5e59d6cffb6a1229443a9572fa9f3f34945044b8d12117cf6440e3992cf2b2bd6139a5e2b4c67dee60d	served-exact
wstore.war	/wstore/customize.html	200	text/html	none	1237	1237	fcc43bc341298cf760dc556a3a95fa9857bc59163a50f34d98a24a7c67f6afc0fe5da51558caff034071f3bc86da00283c3559981d42dad516df4c75d10cecdc	fcc43bc341298cf760dc556a3a95fa9857bc59163a50f34d98a24a7c67f6afc0fe5da51558caff034071f3bc86da00283c3559981d42dad516df4c75d10cecdc	served-exact
wstore.war	/wstore/favicon.ico	200	image/x-icon	none	4286	4286	9c70ffa35620fbcc2d989e142284924dd243b276d06ed7251522d4c995bd6572fa1c4f56edd823203535eded6a70f4fbba31f6d45072f7e1a0bfe17aee7614c7	9c70ffa35620fbcc2d989e142284924dd243b276d06ed7251522d4c995bd6572fa1c4f56edd823203535eded6a70f4fbba31f6d45072f7e1a0bfe17aee7614c7	served-exact
wstore.war	/wstore/amexCID.jpg	200	image/jpeg	none	2574	2574	04b7bcc8db6e948fbba7e275b156bf5d58f3843de93559d728a9023f4212c0b1d264b2883e036670c3de0605e29e0f9092078a021d962e495f596ead2b31ea74	04b7bcc8db6e948fbba7e275b156bf5d58f3843de93559d728a9023f4212c0b1d264b2883e036670c3de0605e29e0f9092078a021d962e495f596ead2b31ea74	served-exact
wstore.war	/wstore/gwr_footertile.jpg	200	image/jpeg	none	2426	2426	102bee4ac97f818f2206e5950913f895e5dd17a8001369d4fd3cabb5a7948e57136187d26f7da5544749c7e8920c3f77aa2be9c7838651b0c87e9fb22e01b790	102bee4ac97f818f2206e5950913f895e5dd17a8001369d4fd3cabb5a7948e57136187d26f7da5544749c7e8920c3f77aa2be9c7838651b0c87e9fb22e01b790	served-exact
wstore.war	/wstore/robots.txt	200	text/plain	none	15	15	9c9f011c14eeb6c2f3bb7f43110c3bafd4e3e54bd9e8116b3716cdad5201c7c729ebf47e973cedc89cee1503efad12a15fc1db2af0eb057a75918fad910f21be	9c9f011c14eeb6c2f3bb7f43110c3bafd4e3e54bd9e8116b3716cdad5201c7c729ebf47e973cedc89cee1503efad12a15fc1db2af0eb057a75918fad910f21be	served-exact
